C.D.S.  -  SIMBAD4 rel 1.8  -  2024.04.27CEST21:49:39,,,,,,,,,,,
,,,,,,,,,,,
PN K,,,,,,,,,,,
----,,,,,,,,,,,
,,,,,,,,,,,
Number of objects : 1,,,,,,,,,,,
,,,,,,,,,,,
 # ,typed ident,            identifier             ,typ,"coord1 (ICRS,J2000/2000)","coord3 (FK4,B1950/1950)","coord4 (Gal,J2000/2000)",       pm       ,   radvel   ,  redshift  ,     cz     ,#not
265,PN K       ,PN K 6-21,PN ,17 10 43.18 -30 32 28.4,17 07 30.99 -30 28 47.6,354.46085 +05.41717,            ~ ~ ,~           ,~           ,~           ,1
266,PN K       ,PN K 6-22,PN ,17 12 39.29 -30 21 40.4,17 09 27.30 -30 18 07.9,354.85271 +05.18459,            ~ ~ ,~           ,~           ,~           ,1
267,PN K       ,PN K 6-23,PN ,17 15 48.5426084325 -35 10 34.783291564,17 12 28.6521273267 -35 07 15.508562032,351.3182527712855 +01.8405808285117,            ~ ~ ,~           ,~           ,~           ,1
268,PN K       ,PN PBOZ 5,PN?,17 27 38.560 -25 22 27.18,17 24 33.462 -25 19 59.43,000.862675 +05.284503,            ~ ~ ,~           ,~           ,~           ,1
269,PN K       ,PN K 6-25,PN ,17 29 53.34 -29 57 10.9,17 26 41.45 -29 54 52.6,357.30660 +02.34752,            ~ ~ ,~           ,~           ,~           ,0
270,PN K       ,PN K 6-26,PN ,17 33 07.05 -23 28 02.9,17 30 04.51 -23 25 59.0,003.15023 +05.27874,            ~ ~ ,~           ,~           ,~           ,1
271,PN K       ,PN K 6-27,PN ,17 35 54.10 -22 19 58.6,17 32 53.06 -22 18 06.8,004.45726 +05.34622,            ~ ~ ,~           ,~           ,~           ,0
272,PN K       ,PN PBOZ 24,PN ,17 37 51.1438513104 -25 20 45.457581768,17 34 45.9095563062 -25 19 01.712743836,002.1400705496587 +03.3614577782817,-2.458 -5.760,~           ,~           ,~           ,1
273,PN K       ,PN K 6-29,PN ,17 49 39.85 -24 32 13.7,17 46 35.62 -24 31 21.8,004.23220 +01.50291,            ~ ~ ,~           ,~           ,~           ,0
274,PN K       ,PN K 6-30,PN ,17 52 12.37 -32 32 57.9,17 48 55.98 -32 32 16.6,357.62874 -03.07234,            ~ ~ ,~           ,~           ,~           ,0
275,PN K       ,PN K 6-31,PN ,17 52 36.56 -31 16 31.9,17 49 22.23 -31 15 52.5,358.77116 -02.49956,            ~ ~ ,~           ,~           ,~           ,1
276,PN K       ,PN K 6-32,PN ,17 53 39.92 -34 43 39.6,17 50 19.86 -34 43 04.6,355.89852 -04.43480,            ~ ~ ,~           ,~           ,~           ,1
277,PN K       ,PN K 6-33,PN ,17 53 45.41 -22 54 03.9,17 50 43.42 -22 53 29.9,006.11787 +01.53136,            ~ ~ ,~           ,~           ,~           ,1
278,PN K       ,PN K 6-34,PN ,17 54 41.10 -31 31 43.2,17 51 26.35 -31 31 12.8,358.77663 -03.00968,            ~ ~ ,~           ,~           ,~           ,0
279,PN K       ,PN K 6-35,PN ,17 55 43.30 -29 04 07.2,17 52 32.39 -29 03 41.5,001.01719 -01.96510,            ~ ~ ,~           ,~           ,~           ,1
280,PN K       ,PN K 6-36,PN ,17 55 52.88 -30 15 42.0,17 52 40.13 -30 15 16.9,000.00236 -02.59456,            ~ ~ ,~           ,~           ,~           ,0
281,PN K       ,WRAY 17-104,PN ,17 58 25.91 -33 04 59.9,17 55 08.75 -33 04 50.3,357.82279 -04.47178,-38 90,~           ,~           ,~           ,1
282,PN K       ,PN K 6-38,PN ,17 59 59.10 -32 35 57.8,17 56 42.59 -32 35 50.5,358.40648 -04.51659,            ~ ~ ,~           ,~           ,~           ,0
283,PN K       ,PN K 6-39,PN ,18 03 05.0893512144 -27 46 44.260249764,17 59 56.1072353042 -27 46 50.839903395,002.9423351816524 -02.7292633018744,            ~ ~ ,~           ,~           ,~           ,1
284,PN K       ,PN G002.2-04.3,PN ,18 08 06.42 -29 13 15.7,18 04 55.27 -29 13 44.2,002.21687 -04.39440,            ~ ~ ,~           ,~           ,~           ,1
285,PN K       ,PN K 6-41,PN ,18 11 12.37 -29 22 04.5,18 08 01.01 -29 22 46.5,002.41169 -05.05807,            ~ ~ ,~           ,~           ,~           ,1
286,PN K       ,PN K 6-42,PN ,18 16 32.06 -34 47 44.0,18 13 11.92 -34 48 48.9,358.10621 -08.58818,            ~ ~ ,~           ,~           ,~           ,0
================================================================================,,,,,,,,,,,
